ID,Name,Length (miles),Ascent (ft),Descent (ft),Dogs,Features,Ratings,Difficulty,State
7021943,high-shoals-falls-trail,1.2,11.0,560.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildlife']","[4.7, 10]",Intermediate,GA
7044803,dukes-creek-falls,1.2,8.0,355.0,Leashed,"['River/Creek', 'Views', 'Waterfall']","[5.0, 4]",Easy/Intermediate,GA
7048869,yonah-mountain-trail-632,2.3,1448.0,30.0,Leashed,['Views'],"[4.6, 11]",Intermediate,GA
7022504,bear-creek-trail,5.9,840.0,675.0,Leashed,['-none-'],"[5.0, 3]",Intermediate,GA
7051269,hurricane-falls-trail,0.3,173.0,210.0,Leashed,"['River/Creek', 'Views', 'Waterfall']","[5.0, 3]",Intermediate,GA
7033093,cliatt-creek-nature-loop-trail,2.3,214.0,221.0,Leashed,"['Birding', 'River/Creek', 'Views', 'Wildlife']","[5.0, 3]",Easy/Intermediate,GA
7052340,cherokee-trail-100,3.4,260.0,252.0,Leashed,['-none-'],"[5.0, 3]",Easy,GA
7052341,creek-trail-200,3.6,254.0,270.0,Leashed,['-none-'],"[5.0, 3]",Easy/Intermediate,GA
7002419,crow-valley-trail-buzzards-roost,2.0,779.0,53.0,Leashed,['-none-'],"[5.0, 2]",Intermediate,GA
7034706,great-wall,6.9,546.0,569.0,Unknown,['-none-'],"[5.0, 2]",Easy/Intermediate,SC
7045443,bartram-green-loop,6.4,604.0,603.0,Off-leash,['-none-'],"[5.0, 2]",Easy,GA
7034895,yellow-trail,5.7,323.0,375.0,Leashed,['-none-'],"[5.0, 2]",Easy/Intermediate,GA
7027835,bridge-trail,0.4,0.0,125.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,GA
7050530,pine-pong-trail,1.1,83.0,93.0,Unknown,['-none-'],"[5.0, 2]",Easy/Intermediate,GA
7034542,lake-side-trail,1.4,189.0,185.0,Off-leash,['-none-'],"[5.0, 2]",Easy/Intermediate,GA
7034713,pinhoti-east-armuchee-to-snake-creek-gap,14.7,2303.0,2010.0,Unknown,"['River/Creek', 'Views']","[5.0, 1]",Intermediate/Difficult,GA
7035538,jake-mountain-trail,4.9,548.0,580.0,Unknown,['River/Creek'],"[5.0, 1]",Intermediate,GA
7037428,chattanooga-connector-trail-cct,4.2,143.0,598.0,Unknown,['-none-'],"[5.0, 1]",Easy/Intermediate,GA
7006698,hanakapiai-trail,1.7,705.0,19.0,Unknown,"['Views', 'Waterfall']","[4.9, 10]",Intermediate/Difficult,HI
7012526,awaawapuhi-trail,3.0,29.0,1664.0,No Dogs,"['Birding', 'Views', 'Wildlife']","[4.7, 11]",Intermediate,HI
7009540,halemauu-trail,10.3,1074.0,2679.0,No Dogs,"['Birding', 'Views', 'Wildflowers']","[4.6, 9]",Intermediate/Difficult,HI
7009544,sliding-sands-trail,8.0,60.0,3155.0,No Dogs,"['Views', 'Wildflowers']","[4.7, 9]",Intermediate/Difficult,HI
7047524,waahila-ridge-trail,2.5,1237.0,82.0,Leashed,"['Views', 'Wildflowers']","[5.0, 4]",Intermediate/Difficult,HI
7051906,kalepa-ridge-trail,1.0,4.0,576.0,No Dogs,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,HI
7047625,skyline-trail,5.7,0.0,2523.0,Leashed,['Views'],"[5.0, 1]",Intermediate/Difficult,HI
7029699,muliwai-trail,7.3,1802.0,1801.0,Off-leash,['-none-'],"[5.0, 1]",Difficult,HI
7034949,kealia-trail,2.9,1685.0,3.0,No Dogs,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Difficult,HI
7030616,hideaway-beach-access,0.2,0.0,101.0,Unknown,"['Swimming', 'Views', 'Wildflowers']","[5.0, 1]",Intermediate/Difficult,HI
7013355,nualolo-trail,3.8,253.0,1696.0,No Dogs,"['Birding', 'Views', 'Wildlife']","[4.7, 6]",Difficult,HI
7015637,kaena-point,5.3,158.0,158.0,No Dogs,"['Birding', 'Views']","[4.4, 11]",Easy/Intermediate,HI
7009549,kaupo-trail,6.9,0.0,5405.0,No Dogs,"['Birding', 'Views', 'Wildlife']","[4.3, 6]",Difficult,HI
7020522,lanikai-pill-box-trail-kaiwa-ridge-trail,1.6,581.0,636.0,Unknown,"['Swimming', 'Views']","[4.3, 12]",Intermediate,HI
7019692,wiliwilinui-ridge-trail,2.3,1236.0,0.0,Leashed,['Views'],"[4.4, 7]",Intermediate/Difficult,HI
7009348,kileauea-iki-trail,2.1,352.0,410.0,Unknown,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[4.7, 3]",Intermediate,HI
7036526,manana-trail,5.0,1692.0,91.0,Leashed,['-none-'],"[4.5, 4]",Intermediate/Difficult,HI
7050669,koko-head-crater-trail,0.5,960.0,0.0,No Dogs,"['Birding', 'Views', 'Wildflowers']","[4.5, 4]",,HI
7049028,waihee-ridge-trail,2.1,1450.0,1.0,Leashed,"['Views', 'Waterfall']","[4.5, 4]",Intermediate/Difficult,HI
7013267,honopu-trail,2.2,40.0,1212.0,Unknown,"['Birding', 'Views', 'Wildlife']","[4.5, 4]",Difficult,HI
7026566,huckleberry-trail,3.4,382.0,221.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 3]",Easy/Intermediate,ID
7048672,sunset-mountain-road-316,4.8,1852.0,112.0,Off-leash,"['Spring', 'Views']","[5.0, 3]",Intermediate/Difficult,ID
7031465,targhee-creek-trail,6.5,2147.0,75.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,ID
7003454,around-the-mountain,7.0,835.0,530.0,Off-leash,"['Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate,ID
7020845,louie-lake-trail,4.2,1499.0,694.0,Off-leash,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[4.5, 10]",Intermediate,ID
7020773,seven-devils-trail-124,14.8,3710.0,3432.0,Unknown,"['Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,ID
7020842,boulder-lake-trail-105,2.5,775.0,50.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[4.6, 9]",Intermediate,ID
7032813,waterfall-canyon-trail,5.0,2173.0,20.0,Leashed,"['Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate/Difficult,ID
7019698,west-fork-rapid-river-trail-113,12.5,4270.0,402.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Swimming', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ID
7018630,sterling-justice,6.6,695.0,1044.0,Unknown,['-none-'],"[5.0, 2]",Intermediate/Difficult,ID
7019272,deadwood-hot-springs-trail,1.2,244.0,35.0,Unknown,"['Fall Colors', 'Hot Spring', 'Lake', 'River/Creek', 'Swimming', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,ID
7019696,south-boise-trail-101a,11.8,1886.0,1612.0,Unknown,"['Birding', 'Lake', 'Spring', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,ID
7035628,bernard-peak-trail-37,4.8,1940.0,20.0,Unknown,['Views'],"[5.0, 1]",Intermediate,ID
7035083,washington-lake-trail,7.3,968.0,2052.0,Unknown,"['Lake', 'Views']","[5.0, 2]",Intermediate,ID
7041880,reynolds-creek-trail-w610,4.4,1721.0,60.0,Off-leash,"['River/Creek', 'Views', 'Wildflowers']","[5.0, 1]",Intermediate/Difficult,ID
7025315,east-fork-lake-fork-trail-104,10.2,2050.0,2324.0,Off-leash,"['Fall Colors', 'Lake', 'Views']","[5.0, 1]",Difficult,ID
7038115,silver-lake,1.6,1340.0,34.0,Unknown,"['Lake', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers']","[5.0, 1]",Intermediate/Difficult,ID
7011684,sherwood-forest-trail,1.3,78.0,414.0,Off-leash,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate/Difficult,ID
7003541,adams-gulch,4.3,0.0,2053.0,Off-leash,['-none-'],"[5.0, 1]",Difficult,ID
7035227,alturas-lake-creek-trail,5.5,1133.0,25.0,Unknown,"['River/Creek', 'Views']","[5.0, 1]",Difficult,ID
7027729,merrill-woods-trail,0.3,41.0,24.0,No Dogs,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,IL
7035622,stonehouse-trail-black-trail,3.9,334.0,313.0,Leashed,['River/Creek'],"[5.0, 1]",Intermediate,IL
7047816,trail-481,1.8,119.0,320.0,Leashed,"['Birding', 'Cave', 'Fall Colors', 'River/Creek', 'Spring', 'Swimming', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,IL
7012314,mississippi-river-trail,4.7,56.0,71.0,Unknown,"['River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,MO
7012336,river-bluff-trail,0.9,122.0,81.0,Unknown,"['Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,MO
7016134,red-loop,2.9,43.0,42.0,Leashed,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,IL
7039592,trail-7,3.6,141.0,208.0,Leashed,['-none-'],"[5.0, 1]",Intermediate,IL
7027728,floodplain-trail,2.9,165.0,161.0,No Dogs,"['Birding', 'Fall Colors', 'Lake', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,IL
7054132,mississippi-river-greenway-north-riverfront-trail,14.0,309.0,305.0,Unknown,['River/Creek'],"[5.0, 1]",Easy/Intermediate,MO
7030609,rat-trail,2.3,233.0,225.0,Unknown,['-none-'],"[5.0, 1]",Difficult,IL
7050494,eagle-ridge,0.1,47.0,0.0,Off-leash,['-none-'],"[5.0, 1]",Intermediate,IL
7016139,black-trail,1.2,49.0,21.0,Leashed,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,IL
7005035,outer-loop,1.2,48.0,67.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,IL
7039697,trail-c,2.9,440.0,454.0,Off-leash,['-none-'],"[5.0, 1]",Intermediate,IL
7039700,trail-b,3.3,429.0,426.0,Off-leash,['-none-'],"[5.0, 1]",Intermediate/Difficult,IL
7030607,fox-trail,2.4,163.0,207.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,IL
7030594,eagle-trail,0.5,44.0,13.0,Unknown,['Lake'],"[5.0, 1]",Difficult,IL
7012330,nature-trail,1.5,107.0,107.0,Unknown,"['River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,MO
7030606,a-loop,1.1,136.0,136.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,IL
7030605,baby-rat,0.7,73.0,27.0,Unknown,['-none-'],"[5.0, 1]",Intermediate/Difficult,IL
7024612,amy-weingartner-branigin-peninsula-preserve-trail,1.1,97.0,201.0,Leashed,"['Lake', 'Views']","[5.0, 3]",Easy/Intermediate,IN
7023998,low-gap-backcountry-trail,10.6,964.0,968.0,Leashed,"['Birding', 'Cave', 'Fall Colors', 'River/Creek', 'Wildflowers', 'Wildlife']","[4.5, 11]",Intermediate/Difficult,IN
7052406,trail-8,3.5,512.0,511.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Wildlife']","[5.0, 2]",Intermediate,IN
7014336,rim-trail,1.5,130.0,43.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,IN
7035190,perimeter-loop,5.7,247.0,246.0,Unknown,"['Lake', 'Views']","[5.0, 2]",Easy/Intermediate,IN
7033823,trail-9,2.1,131.0,153.0,Leashed,"['River/Creek', 'Spring', 'Views', 'Wildlife']","[5.0, 2]",Intermediate,IN
7040465,trail-4,2.0,229.0,226.0,Leashed,"['Birding', 'Cave', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,IN
7052221,trail-5,0.8,39.0,287.0,Leashed,"['Birding', 'Fall Colors', 'Views', 'Wildlife']","[5.0, 2]",Difficult,IN
7060150,trail-1,3.9,115.0,115.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Views']","[5.0, 2]",Intermediate,IN
7025935,buffalo-trace-trail,4.9,464.0,464.0,Leashed,"['Birding', 'Wildlife']","[5.0, 1]",Easy,IN
7040141,hesitation-point-trail,2.5,107.0,347.0,Leashed,['-none-'],"[5.0, 1]",Intermediate,IN
7051319,hemlock-cliffs-main-trail,1.2,141.0,136.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,IN
7033820,trail-5,0.7,45.0,130.0,Leashed,"['Birding', 'Lake', 'River/Creek', 'Wildlife']","[5.0, 1]",Easy/Intermediate,IN
7037315,grandview-loop,5.1,406.0,486.0,Leashed,['Views'],"[5.0, 1]",Intermediate,IN
7040145,walnut-trail,2.0,156.0,204.0,Leashed,['-none-'],"[5.0, 1]",Difficult,IN
7025955,b-line-trail,3.2,0.0,138.0,Leashed,['-none-'],"[5.0, 1]",Easy,IN
7033515,christmas-trail,1.6,24.0,37.0,Leashed,['Fall Colors'],"[5.0, 1]",Intermediate/Difficult,IN
7036217,sycamore-ridge-trail,4.0,146.0,147.0,Unknown,['-none-'],"[5.0, 1]",Easy,IN
7053436,benton-dam-trail,1.3,15.0,14.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,IN
7038693,breeden-ridge-trail,2.8,188.0,303.0,Unknown,['-none-'],"[5.0, 1]",,IN
7035485,mount-hosmer-drive,0.9,386.0,67.0,Unknown,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Intermediate,IA
7041888,dogwood-hill,0.2,51.0,2.0,Leashed,"['Birding', 'Fall Colors', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,IA
7050301,saddle-loop-trail,3.4,599.0,521.0,Leashed,"['Fall Colors', 'Views', 'Wildflowers']","[5.0, 1]",Intermediate/Difficult,IA
7033899,foresters-trail,1.8,368.0,258.0,Unknown,"['Birding', 'Fall Colors', 'Wildflowers', 'Commonly Backpacked']","[5.0, 1]",Intermediate,IA
7035477,strong-point-trail,0.1,0.0,89.0,Unknown,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Intermediate,IA
7035480,lookout-loop-trail,0.6,60.0,125.0,Unknown,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,IA
7035479,big-burn-trail,0.7,5.0,321.0,Unknown,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,IA
7035478,beck-point-trail,0.1,0.0,152.0,Unknown,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Intermediate,IA
7017556,riverside-trail,0.9,29.0,33.0,Unknown,['-none-'],"[5.0, 1]",Easy,IA
7035218,heritage-trail-belmond,2.3,19.0,26.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Wildflowers']","[5.0, 1]",Easy,IA
7035481,pool-road-trail,0.4,0.0,299.0,Unknown,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,IA
7026923,woodland-trail-spur-2,0.5,46.0,56.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Spring']","[5.0, 1]",Intermediate,IA
7035551,lake-ahquabi-trail,6.4,524.0,518.0,Unknown,"['Fall Colors', 'Lake', 'Views']","[4.5, 2]",Intermediate,IA
7016998,effigy-mounds-south-unit,1.8,499.0,72.0,Off-leash,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers']","[4.3, 3]",Intermediate/Difficult,IA
7012632,ledges-canyon-trail,0.2,102.0,102.0,Unknown,"['Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 4]",Easy/Intermediate,IA
7023438,tallgrass-trail,2.1,99.0,86.0,Leashed,"['Birding', 'Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 3]",Easy/Intermediate,IA
7024560,denmans-trail,4.2,412.0,414.0,Leashed,['-none-'],"[4.0, 2]",Easy/Intermediate,IA
7027029,coal-miners-daughter-trail,1.7,99.0,110.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 2]",Intermediate,IA
7023443,volksmarch-trail,1.3,16.0,54.0,Leashed,['Wildflowers'],"[4.0, 2]",Easy/Intermediate,IA
7023437,savanna-trail,0.6,91.0,90.0,Leashed,"['Birding', 'Fall Colors', 'Spring', 'Wildflowers']","[4.0, 2]",Easy/Intermediate,IA
7045387,marina-loop,6.7,614.0,619.0,Unknown,"['Birding', 'Lake', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,KS
7019105,south-loop,1.7,91.0,81.0,Unknown,"['Lake', 'Views']","[5.0, 2]",Easy/Intermediate,KS
7005934,blue-trail,8.0,286.0,353.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,KS
7028835,prairie-spirit-trail,54.5,694.0,760.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,KS
7050907,shunga-trail,9.1,26.0,92.0,Leashed,['-none-'],"[5.0, 1]",Easy,KS
7049970,rocktown-trail,2.4,158.0,230.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,KS
7044481,aunty-entity,0.0,30.0,0.0,Leashed,['-none-'],"[5.0, 1]",,KS
7038354,river-bottom,1.9,81.0,98.0,Leashed,['River/Creek'],"[5.0, 1]",Easy/Intermediate,KS
7044483,beyond-thunderdome,0.3,2.0,123.0,Leashed,['-none-'],"[5.0, 1]",Intermediate,KS
7053074,lower-loop-orange,2.0,195.0,194.0,Leashed,"['Fall Colors', 'Wildlife']","[5.0, 1]",Easy,KS
7038356,lyles-loop,2.7,202.0,212.0,Leashed,['-none-'],"[5.0, 1]",Intermediate/Difficult,KS
7044480,master-blaster,0.2,0.0,67.0,Leashed,['-none-'],"[5.0, 1]",Intermediate,KS
7048516,maccochaque-extension,0.2,11.0,32.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,KS
7002390,southwind-rail-trail,7.1,109.0,88.0,Leashed,"['Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,KS
7019109,mountain-goats,0.5,25.0,25.0,Unknown,"['Lake', 'Views']","[5.0, 1]",Intermediate,KS
7019107,mt-lehigh,1.1,119.0,115.0,Unknown,['Views'],"[5.0, 1]",Easy/Intermediate,KS
7019106,creekside,1.3,68.0,71.0,Unknown,['Views'],"[5.0, 1]",Easy/Intermediate,KS
7042404,elk-river-trail,14.2,629.0,594.0,Unknown,"['Fall Colors', 'Lake', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife', 'Commonly Backpacked']","[4.6, 7]",Intermediate,KS
7004409,red-trail,4.8,335.0,419.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.4, 7]",Easy/Intermediate,KS
7032459,west-flint-hills-nature-trail,75.3,651.0,994.0,Leashed,['-none-'],"[4.5, 2]",Easy/Intermediate,KS
7006411,rock-bridge-trail-207,1.3,242.0,206.0,Off-leash,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[4.7, 13]",Easy/Intermediate,KY
7006440,hansons-point-spur,0.8,46.0,115.0,Off-leash,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.7, 10]",Intermediate,KY
7006248,auxier-ridge-trail-204,2.0,200.0,352.0,Unknown,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.7, 11]",Easy/Intermediate,KY
7006293,double-arch-trail-201,0.9,170.0,288.0,Off-leash,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.7, 12]",Intermediate,KY
7043434,mantle-rock-loop-trail,2.3,230.0,234.0,No Dogs,"['Birding', 'Fall Colors', 'Views', 'Wildflowers']","[5.0, 3]",Easy/Intermediate,KY
7013456,echo-river-springs-trail,1.1,83.0,128.0,Leashed,['-none-'],"[5.0, 3]",Easy/Intermediate,KY
7006237,buck-trail-226,1.5,362.0,329.0,Off-leash,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,KY
7040689,sheltowee-trace-nrt-section-27,9.1,632.0,561.0,Unknown,['Waterfall'],"[5.0, 2]",,KY
7006247,courthouse-rock-trail-202,2.0,407.0,315.0,Off-leash,"['Birding', 'Fall Colors', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,KY
7016645,rockcastle-narrows-east-trail-401,5.1,806.0,738.0,Unknown,"['Cave', 'River/Creek', 'Waterfall']","[5.0, 2]",Intermediate/Difficult,KY
7034896,limestone-gorge-trail,1.6,179.0,180.0,Leashed,"['Fall Colors', 'River/Creek', 'Wildlife']","[5.0, 2]",Easy/Intermediate,KY
7035176,sheltowee-trace-nrt-section-28,5.8,614.0,366.0,Unknown,['-none-'],"[5.0, 2]",Intermediate,KY
7011607,sheltowee-trace-nrt-section-31,3.3,105.0,583.0,Unknown,"['Fall Colors', 'River/Creek', 'Views']","[5.0, 2]",Easy/Intermediate,KY
7018596,siltstone-trail,6.6,918.0,921.0,Leashed,"['Birding', 'Fall Colors', 'Wildlife']","[4.8, 5]",Intermediate/Difficult,KY
7006123,sand-gap-trail,6.0,621.0,989.0,No Dogs,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,KY
7044285,marble-yard-furnace-road,7.3,370.0,409.0,Off-leash,"['Fall Colors', 'Views']","[5.0, 1]",Intermediate,KY
7033903,central-hardwoods-scenic-trail-fenton-to-english-hill,2.1,362.0,124.0,Leashed,"['Fall Colors', 'Wildflowers']","[5.0, 1]",Easy/Intermediate,KY
7040680,sheltowee-trace-nrt-section-26-south,2.7,165.0,427.0,Unknown,['Views'],"[5.0, 1]",Intermediate/Difficult,KY
7034954,central-hardwoods-scenic-trail-golden-pond-to-meredith,2.3,232.0,221.0,Leashed,"['Fall Colors', 'Wildlife']","[5.0, 1]",Easy/Intermediate,KY
7030954,valley-of-the-giants-trail,0.7,5.0,2.0,Leashed,['-none-'],"[5.0, 1]",Easy,KY
7028452,palmetto-trail,0.9,3.0,0.0,No Dogs,"['Birding', 'Views', 'Wildlife']","[5.0, 2]",Easy,LA
7035137,lincoln-parish-park,10.2,637.0,641.0,Leashed,['Lake'],"[5.0, 1]",Easy/Intermediate,LA
7022037,lower-gorge-trail,0.4,42.0,34.0,Unknown,"['River/Creek', 'Views', 'Wildlife']","[5.0, 1]",Easy,LA
7024504,bayou-coquille-trail,0.5,0.0,3.0,No Dogs,"['Birding', 'River/Creek', 'Views', 'Wildlife']","[4.5, 4]",Easy,LA
7022033,gorge-run-trail,5.1,200.0,199.0,Unknown,"['Birding', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Wildlife']","[4.5, 4]",Intermediate,LA
7027442,backbone-trail,7.4,289.0,315.0,Leashed,"['Birding', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.2, 6]",Easy/Intermediate,LA
7024505,marsh-overlook-trail,0.5,1.0,1.0,Leashed,"['Birding', 'River/Creek', 'Views', 'Wildlife']","[4.3, 3]",Easy,LA
7023413,kincaid-loop-trail,9.1,416.0,411.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Wildlife']","[4.0, 3]",Easy,LA
7035232,lakeshore-trail,5.9,210.0,231.0,Leashed,['Lake'],"[4.0, 2]",Easy/Intermediate,LA
7023416,lamotte-creek-trail,2.5,94.0,112.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Views', 'Wildlife']","[4.0, 2]",Easy,LA
7027446,longleaf-vista-interpretive-trail,1.3,122.0,133.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Easy,LA
7021856,fountainbleau-hiking-trail-loop,2.3,17.0,11.0,Unknown,"['Birding', 'Wildlife']","[4.0, 1]",Easy,LA
7037732,bonnet-carre-spillway-trail,4.9,42.0,42.0,Unknown,"['Lake', 'River/Creek', 'Swimming', 'Wildflowers', 'Wildlife']","[4.0, 1]",Easy,LA
7028447,old-barataria-trail,1.2,2.0,3.0,No Dogs,"['Birding', 'Wildflowers', 'Wildlife']","[4.0, 1]",Easy,LA
7021848,bayou-cane-hiking-trail,0.5,3.0,12.0,Leashed,"['Birding', 'Wildlife']","[4.0, 1]",Easy,LA
7038595,ridge-trail-boardwalk,0.5,1.0,2.0,Leashed,"['Birding', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Easy,LA
7035570,bistineau-trail,10.0,305.0,307.0,Unknown,['-none-'],"[4.0, 1]",Easy/Intermediate,LA
7028449,ring-levee-trail,0.5,0.0,2.0,No Dogs,"['Birding', 'Wildlife']","[4.0, 1]",Easy,LA
7023415,wild-azalea-spur-trail,1.0,76.0,55.0,Leashed,"['Fall Colors', 'River/Creek', 'Views']","[4.0, 1]",Easy,LA
7054051,riverwalk-trail,1.6,26.0,15.0,Leashed,"['Birding', 'River/Creek', 'Wildlife']","[4.0, 1]",Easy/Intermediate,LA
7007494,beehive-trail,0.6,384.0,147.0,No Dogs,"['Fall Colors', 'Views']","[4.9, 61]",Difficult,ME
7007423,cadillac-south-ridge-trail,4.0,1473.0,142.0,Leashed,['Views'],"[4.7, 22]",Intermediate/Difficult,ME
7007390,precipice-trail,0.8,951.0,28.0,No Dogs,"['Views', 'Wildflowers', 'Wildlife']","[4.9, 16]",Difficult,ME
7007383,cadillac-north-ridge-trail,2.1,1086.0,0.0,Leashed,"['Fall Colors', 'Views']","[4.7, 18]",Intermediate/Difficult,ME
7007497,bubbles-trail,2.3,824.0,818.0,Leashed,"['Fall Colors', 'Lake', 'Views']","[4.8, 17]",Intermediate/Difficult,ME
7007514,ocean-path,2.1,165.0,165.0,Leashed,['Views'],"[4.3, 26]",Easy,ME
7020801,hunt-trail,4.9,4149.0,16.0,Unknown,"['River/Creek', 'Views', 'Waterfall', 'Wildlife']","[4.9, 12]",Difficult,ME
